"Nom grau","URL grau","Crèdtis grau","Nom assig","URL assig","Crèdits assig","Tipus assig.","Semestre assig.","Menció assig"
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Construcció I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310004/construccio-i.pdf","7.5","Obligatòria","1",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Expressió Gràfica I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310003/expressio-grafica-i.pdf","9","Obligatòria","1",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Fonaments Matemàtics de l'Enginyeria en Edificació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310001/fonaments-matematics-de-lenginyeria-en-edificacio.pdf","6","Obligatòria","1",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Mecànica","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310002/mecanica.pdf","9","Obligatòria","1",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Economia de l'Empresa","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310006/economia-de-lempresa.pdf","7.5","Obligatòria","2",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Estadística Aplicada","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310005/estadistica-aplicada.pdf","6","Obligatòria","2",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Materials de Construcció I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310008/materials-de-construccio-i.pdf","9","Obligatòria","2",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Seguretat i Salut Laboral","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310007/seguretat-i-salut-laboral.pdf","6","Obligatòria","2",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Construcció II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310013/construccio-ii.pdf","3","Obligatòria","3",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Estructures I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310012/estructures-i.pdf","6","Obligatòria","3",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Expressió Gràfica II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310009/expressio-grafica-ii.pdf","6","Obligatòria","3",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Instal·lacions I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310010/instal-lacions-i.pdf","6","Obligatòria","3",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Materials de Construcció II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310011/materials-de-construccio-ii.pdf","9","Obligatòria","3",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Aixecaments i Replantejaments en l'Edificació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310016/aixecaments-i-replantejaments-en-ledificacio.pdf","6","Obligatòria","4",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Arquitectura, Construcció i Ciutat en la Història d'Occident","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310018/arquitectura-construccio-i-ciutat-en-la-historia-doccident.pdf","6","Obligatòria","4",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Construcció III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310017/construccio-iii.pdf","6","Obligatòria","4",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Dret a l'Edificació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310014/dret-a-ledificacio.pdf","6","Obligatòria","4",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Instal·lacions II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310015/instal-lacions-ii.pdf","6","Obligatòria","4",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Construcció IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310022/construccio-iv.pdf","6","Obligatòria","5",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Estructures II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310021/estructures-ii.pdf","6","Obligatòria","5",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Expressió Gràfica III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310020/expressio-grafica-iii.pdf","6","Obligatòria","5",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Peritacions i Taxacions","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310023/peritacions-i-taxacions.pdf","6","Obligatòria","5",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Prevenció","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310019/prevencio.pdf","6","Obligatòria","5",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Construcció V","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310027/construccio-v.pdf","4","Obligatòria","6",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Estructures III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310025/estructures-iii.pdf","6","Obligatòria","6",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Gestió Urbanística","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310024/gestio-urbanistica.pdf","5","Obligatòria","6",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Pressupostos i Control de Costos","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310026/pressupostos-i-control-de-costos.pdf","9","Obligatòria","6",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Qualitat a l'Edificació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310028/qualitat-a-ledificacio.pdf","6","Obligatòria","6",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Ampliació de Coneixements en l'Àmbit de l'Arquitectura i l'Edificació","","6","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Bim","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310156/bim.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Comunicació i Negociació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310099/comunicacio-i-negociacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Construcció VI","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310030/construccio-vi.pdf","5","Obligatòria","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Construcció VII","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310031/construccio-vii.pdf","4","Obligatòria","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Control de Projectes i Obres","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310157/control-de-projectes-i-obres.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Determinació de l'Activitat Professional Autònoma","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310097/determinacio-de-lactivitat-professional-autonoma.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Diagnosi en Rehabilitació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310067/diagnosi-en-rehabilitacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Diagnosi i Rehabilitació Energètica d'Edificis","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310077/diagnosi-i-rehabilitacio-energetica-dedificis.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Diagnosis per a la Rehabilitació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310151/diagnosis-per-a-la-rehabilitacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Dimensionat, Manteniment i Gestió de Xarxes","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310070/dimensionat-manteniment-i-gestio-de-xarxes.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Edificació Bioclimàtica","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310072/edificacio-bioclimatica.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Edificació i Mediambient","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310075/edificacio-i-mediambient.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Edificació i Normativa","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310069/edificacio-i-normativa.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Eficiència Energètica","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310076/eficiencia-energetica.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Emprenedoria i Innovació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310090/emprenedoria-i-innovacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Emprenedoria i Pla de Negocis","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310160/emprenedoria-i-pla-de-negocis.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Energia i Edificació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310074/energia-i-edificacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Estratègies Empresarials i Innovació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310159/estrategies-empresarials-i-innovacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Estudi Històric i Representació Gràfica per a la Rehabilitació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310150/estudi-historic-i-representacio-grafica-per-a-la-rehabilitacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Estudi Històric i Representació Gràfica per a la Rehabilitació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310066/estudi-historic-i-representacio-grafica-per-a-la-rehabilitacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Gaudí. Modernisme, Noucentisme, ...","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310096/gaudi.-modernisme-noucentisme-....pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Habilitats Directives","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310158/habilitats-directives.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Introducció al Projecte d'Interior","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310087/introduccio-al-projecte-dinterior.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Materials, Elements i Sistemes Sostenibles","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310073/materials-elements-i-sistemes-sostenibles.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Planificació i Organització d'Obres","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310032/planificacio-i-organitzacio-dobres.pdf","9","Obligatòria","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Posada en Marxa de l'Activitat Professional","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310098/posada-en-marxa-de-lactivitat-professional.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projecte de l'Espai Interior","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310088/projecte-de-lespai-interior.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projectes d'Adaptació i Canvi d'Ús de l'Edifici","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310153/projectes-dadaptacio-i-canvi-dus-de-ledifici.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projectes d'Instal·lacions","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310071/projectes-dinstal-lacions.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projectes de Rehabilitació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310068/projectes-de-rehabilitacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projectes de Rehabilitació","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310152/projectes-de-rehabilitacio.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projectes I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310029/projectes-i.pdf","4.5","Obligatòria","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Representació Virtual del Projecte Interior","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310089/representacio-virtual-del-projecte-interior.pdf","3","Optativa","7",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projecte de Fi de Grau","","24","Projecte","8",""
"Grau en Arquitectura Tècnica i Edificació","https://upc.edu/ca/graus/arquitectura-tecnica-i-edificacio-barcelona-epseb","240","Projectes II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/310033/projectes-ii.pdf","4.5","Obligatòria","8",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Bases per a la Tècnica","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210110/bases-per-a-la-tecnica.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Bases per a la Teoria","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210105/bases-per-a-la-teoria.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Bases per al Projecte I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210104/bases-per-al-projecte-i.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Bases per al Projecte II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210109/bases-per-al-projecte-ii.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Dibuix I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210101/dibuix-i.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Dibuix II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210106/dibuix-ii.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Física I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210103/fisica-i.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Física II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210108/fisica-ii.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Matemàtiques I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210102/matematiques-i.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Matemàtiques II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210107/matematiques-ii.pdf","6","Obligatòria","1",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Condicionament i Serveis I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210111/condicionament-i-serveis-i.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Construcció I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210116/construccio-i.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Estructures I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210117/estructures-i.pdf","7","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Història I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210114/historia-i.pdf","6","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Projectes I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210112/projectes-i.pdf","7.5","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Projectes II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210118/projectes-ii.pdf","7.5","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Representació Arquitectònica I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210115/representacio-arquitectonica-i.pdf","5","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Representació Arquitectònica II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210120/representacio-arquitectonica-ii.pdf","5","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Urbanística I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210113/urbanistica-i.pdf","5","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Urbanística II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210119/urbanistica-ii.pdf","5","Obligatòria","2",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Condicionament i Serveis II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210127/condicionament-i-serveis-ii.pdf","6","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Construcció II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210126/construccio-ii.pdf","6","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Estructures II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210121/estructures-ii.pdf","6","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Història II","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210124/historia-ii.pdf","7","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Projectes III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210122/projectes-iii.pdf","7.5","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Projectes IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210128/projectes-iv.pdf","7.5","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Representació Arquitectònica III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210125/representacio-arquitectonica-iii.pdf","5","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Urbanística III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210123/urbanistica-iii.pdf","5","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Urbanística IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210129/urbanistica-iv.pdf","5","Obligatòria","3",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Condicionament i Serveis III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210135/condicionament-i-serveis-iii.pdf","6","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Construcció III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210134/construccio-iii.pdf","7","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Estructures III","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210130/estructures-iii.pdf","6","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Projectes V","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210131/projectes-v.pdf","7.5","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Projectes VI","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210136/projectes-vi.pdf","7.5","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Representació Arquitectònica IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210138/representacio-arquitectonica-iv.pdf","5","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Teoria I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210133/teoria-i.pdf","6","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Urbanística V","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210132/urbanistica-v.pdf","5","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Urbanística VI","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210137/urbanistica-vi.pdf","5","Obligatòria","4",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Arquitectura Legal i Gestió","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210143/arquitectura-legal-i-gestio.pdf","7.5","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Construcció IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210139/construccio-iv.pdf","7.5","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Estructures IV","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210140/estructures-iv.pdf","5","Obligatòria","5",""
"Grau en Estudis d'Arquitectura","https://upc.edu/ca/graus/estudis-darquitectura-barcelona-etsab","300","Taller Temàtic I","https://www.upc.edu/content/../grau/guiadocent/pdf/cat/210142/taller-tematic-i.pdf","7.5","Obligatòria","5",""
